Startup,One liner,Website,Country,LinkedIn,Founded,Funding $m,Funding stage,Climate category,Climate subcategories,Stage,Investors,Team 1 Name,Team 1 LinkedIn,Team 1 Title,Team 2 Name,Team 2 LinkedIn,Team 2 Title,Team 3 Name,Team 3 LinkedIn,Team 3 Title,Team 4 Name,Team 4 LinkedIn,Team 4 Title,Team 5 Name,Team 5 LinkedIn,Team 5 Title,Team 6 Name,Team 6 LinkedIn,Team 6 Title
WayCool Foods,Enhances food supply chain with technology for farmers and retailers.,https://waycool.in,India,https://www.linkedin.com/company/waycoolfoods/,2015,366,Series C and Beyond,Food & land use,"Crop yield, Food waste",Scale-up,"Alteria Capital, Anicut Capital, Trifecta Capital",Karthik Jayaraman,https://www.linkedin.com/in/karthik-jayaraman-87924a1/,Co-Founder & Managing Director,Sanjay Dasari,https://www.linkedin.com/in/sanjaydasari/,Co-founder,,,,,,,,,,,,
Reckon Green Innovations,"Offers energy audits, management, and lighting design services to enhance energy efficiency.",https://reckongreen.com,India,,2013,,Seed,Energy,Energy efficiency,Launch,,Krishna Ravi,https://www.linkedin.com/in/krishna-ravi-78703624/,Founder & MD,,,,,,,,,,,,,,,
Cupable,Resuable cups for Circular Economy,https://cupable.in,India,https://www.linkedin.com/company/cupable/about/,2018,,Seed,Industry,Chemicals & plastics,Pilot,,Lokesh Sambhwani,https://www.linkedin.com/in/lokesh-sambhwani-1302/,Co-founder,Rahul Batra,https://www.linkedin.com/in/rahul-batra-1461b3115/,Co-founder,Nishith Jardosh,https://www.linkedin.com/in/nishith-jardosh-1484632/,Co-founder,Purav Desai,https://www.linkedin.com/in/purav-desai-620925108/,Co-founder,,,,,,
Deepfleet,Offers a modern energy marketplace platform for EV charging.,https://deepfleet.com,India,https://www.linkedin.com/company/deepfleet/about/,2021,,Pre-Seed,Transportation,EV charging / fleet management,Pilot,,Arun Vijayan,https://www.linkedin.com/in/arunvijayan/,Co-founder,,,,,,,,,,,,,,,
Grow Indigo,Offers sustainable agriculture solutions to enhance crop yield and optimize fertilizer use.,https://www.growindigo.co.in,India,https://www.linkedin.com/company/grow-indigo-pvt-ltd/about/,2018,24,Series B,Food & land use,"Crop yield, Carbon marketplace, Sustainable finance",Scale-up,"British International Investment, Mahyco",Rajendra Badrinarayan Barwale,,Founder,,,,,,,,,,,,,,,
Oceanlux,Develops next-gen air purifiers for healthier indoor environments.,https://oceanlux.in,India,https://www.linkedin.com/company/oceanlux/about/,2023,,Pre-Seed,Built environment,"Heating & cooling, Energy efficiency",R&D,,Gaurav Raghav,https://www.linkedin.com/in/raghavgaurav/,Founder,,,,,,,,,,,,,,,
Boomitra,Provides an AI-powered marketplace for carbon credits and sustainability.,https://boomitra.com,India,https://www.linkedin.com/company/boomitra/about/,2016,11,Series A,Carbon,"Carbon removal, Carbon marketplace",Launch,"Earthshot Prize, Thrive - SVG Ventures, Chevron Technology Ventures",Aadith Moorthy,https://www.linkedin.com/in/aadith-moorthy/,Founder & CEO,,,,,,,,,,,,,,,
Switch Climate Tech,Provides tools for sustainability reporting and emissions management.,https://switchclimatetech.com,India,https://www.linkedin.com/company/switchclimatetech/about/,2024,,Pre-Seed,Climate management,Emissions reporting,R&D,,Vinayak Satpute,https://www.linkedin.com/in/vinayaksatpute/,Founder & CEO,,,,,,,,,,,,,,,
Fuselage Innovations,Provides innovative solutions for EV charging and fleet management.,https://fuselage.co.in,India,https://www.linkedin.com/company/fuselageinnovations/about/,2020,0.036,Seed,Transportation,EV charging / fleet management,Pilot,IIMK LIVE,Devika Chandrasekharan,https://www.linkedin.com/in/devika-chandrasekharan/,Co-founder,Devan Chandrasekharan,https://www.linkedin.com/in/devan-chandrasekharan/,Founder & Chairman,,,,,,,,,,,,
Qudrat,Utilizes AI for crop monitoring and yield optimization in agriculture.,https://qudrat.co.in,India,https://www.linkedin.com/company/qudratin/about/,2020,,Seed,Food & land use,Crop yield,Pilot,The Incubation Network,Rishabh Suri,https://www.linkedin.com/in/rishabh-suri-824b6b161/,Co-Founder & CEO,Rohan Suri,https://www.linkedin.com/in/rohan-suri-228b62252/,Co-founder,,,,,,,,,,,,
LivNSense,Industrial AI platform that uses digital twins to monitor and reduce factories’ greenhouse gas emissions and energy waste in real time.,https://livnsense.com,India,https://www.linkedin.com/company/livnsense-technologies-pvt-ltd/about/,2018,3.15,Series A,"Industry, Energy","Manufacturing, Energy efficiency",Launch,"Accenture Sustainability Value Accelerator, Pavestone Ventures",Priyanka Kumar,https://www.linkedin.com/in/priyanka-kumar-0ab4bb12/,Founder & Director,Avnish Kumar,https://www.linkedin.com/in/avnish-kumar-a86544/,Founder and CEO,,,,,,,,,,,,
SenseGrass,Provides AI-driven soil sensor systems to help farmers optimize fertilizer usage and improve soil health.,https://sensegrass.com,India,https://www.linkedin.com/company/sensegrass/,2020,3.83,Seed,Food & land use,"Crop yield, Fertilizer / pesticides",Launch,Thrive - SVG Ventures,Ayashi Das Majumder,https://www.linkedin.com/in/ayashi-das-majumder-753634152/,Co-founder & COO,Lalit Gautam,https://www.linkedin.com/in/lalit-gautam-61241a23/,Founder & CEO,,,,,,,,,,,,
Nunam,Upcycling used lithium-ion batteries into affordable energy storage devices for off-grid use.,https://nunam.com,India,https://www.linkedin.com/company/nunam/about/,2019,,Seed,Energy,"Energy storage, Batteries",Pilot,"IIMA Ventures, Plug and Play",Darshan Virupaksha,https://www.linkedin.com/in/darshanvirupaksha/,Co-founder,Prodip Chatterjee,https://www.linkedin.com/in/prodipchatterjee/,Co-founder,,,,,,,,,,,,
ConserveCap Climate Tech,Marketplace financing distributed solar and other green projects for Indian businesses.,https://www.conservecap.com,India,https://www.linkedin.com/company/conserve-capital/about/,2024,,Pre-Seed,Climate management,Sustainable finance,Prototype,,Kamal Bansal,https://www.linkedin.com/in/kamalbansal/,Co-founder,,,,,,,,,,,,,,,
AgroStar,"Digital agri-inputs marketplace with agronomy advisory, boosting smallholder yields and incomes.",https://www.corporate.agrostar.in,India,https://www.linkedin.com/company/agrostar-in/,2013,141,Series C and Beyond,Food & land use,"Crop yield, Fertilizer / pesticides",Scale-up,"Alteria Capital, Aavishkaar Capital, Accel",Sitanshu Sheth,https://www.linkedin.com/in/sitanshu-sheth-4599bb11/,Co-Founder & COO,Shardul Sheth,https://www.linkedin.com/in/shardul-sheth-aa1aa659/,Co-Founder & CEO,,,,,,,,,,,,
S4S Technologies,"Solar-powered dehydration machines convert surplus produce into shelf-stable, high-value ingredients.",https://s4stechnologies.com,India,https://www.linkedin.com/company/s4stechnologies/?originalSubdomain=in,2008,21.3,Series B,Food & land use,Food waste,Scale-up,"Earthshot Prize, Chiratae Ventures, Accel, AgFunder",Nidhi Pant,https://www.linkedin.com/in/nidhi-pant/,Co-founder,Ashwin Pawade,https://www.linkedin.com/in/ashwin-pawade/,Co-Founder,Shital Somani Kasat,https://www.linkedin.com/in/dr-shital-somani-kasat-0b884738/,Co-Founder,Swapnil Kokate,https://www.linkedin.com/in/swapnilrkokate-06008314/,Co-Founder,Ganesh Bhere,https://www.linkedin.com/in/ganesh-bhere-08998411/,Co-founder,Vaibhav Tidke,https://www.linkedin.com/in/vaibhavtidke/,Co-founder and CEO
Attero,Large-scale urban miner extracting critical metals from e-waste and lithium-ion batteries. AtteroArgus Media,https://www.attero.in,India,https://www.linkedin.com/company/attero-recycling-pvt-ltd/about/,2008,31.3,Series C and Beyond,Industry,"Waste & recycling, Batteries",Scale-up,Kalaari Capital,Rohan Gupta,https://www.linkedin.com/in/rohangupta/,Co-founder & COO,Nitin Gupta,https://www.linkedin.com/in/guptanitin/,Co-Founder and CEO,,,,,,,,,,,,
Recyclekaro,"Recycles e-waste and Li-ion batteries, recovering critical metals for India’s circular economy. recyclekaro.comrecyclekaro.com",https://www.recyclekaro.com,India,https://www.linkedin.com/company/evergreen-recyclekaro-india-private-limited/about/,2010,10,Series A,Industry,"Waste & recycling, Batteries",Scale-up,Antennae Ventures,Rajesh Gupta,https://www.linkedin.com/in/rajesh-gupta-recyclekaro/,Founder & MD,,,,,,,,,,,,,,,
Saahas Zero Waste,End-to-end corporate waste-management service diverting multiple streams from Indian landfills. Saahas Zero WasteSaahas Zero Waste,https://saahaszerowaste.com,India,https://www.linkedin.com/company/saahas-zero-waste/about/,2013,2.19,Seed,Industry,Waste & recycling,Launch,"Indian Angel Network, The Incubation Network, Upaya Social Ventures",Wilma Rodrigues,https://www.linkedin.com/in/wilma-rodrigues-b3464645/,Founder & CEO,,,,,,,,,,,,,,,
Openwater.in,Plug-and-play electro-oxidation units recycle sewage and industrial effluent with minimal chemicals.,https://openwater.in,India,https://www.linkedin.com/company/openwater-in/,2016,1.28,Series A,Industry,Wastewater,Pilot,"Startup Karnataka, Centre for Cellular and Molecular Platforms (C-CAMP), 100+ Accelerator",Sanjiv Sambandan,https://www.linkedin.com/in/sanjiv-sambandan-7347533/,Founder & Director,Prabha Nagarajan,https://www.linkedin.com/in/prabhanagarajan/,Co-founder & CEO,,,,,,,,,,,,
Studio Macrocosm,Designs turnkey interior spaces using low-carbon materials and local craftsmanship.,https://studiomacrocosm.com,India,https://www.linkedin.com/company/studiomacrocosm/,2017,,Seed,Built environment,Construction,Pilot,,Vaishaly,https://www.linkedin.com/in/vaishaly7/,Co-founder & Director,Abdur Rasheed,https://www.linkedin.com/in/abdurrasheedsiddiqui/,Co-founder,,,,,,,,,,,,
Gencrest,Develops enzyme-based bio-fertilisers and bioplastic precursors for circular agriculture.,https://www.gencrest.com,India,https://www.linkedin.com/company/gencrest/about/,2016,,,Food & land use,Fertilizer / pesticides,Pilot,,Ravi Agrawal,https://www.linkedin.com/in/raviagrawalmumbai/,MD,,,,,,,,,,,,,,,
Wastelink,Upcycles surplus food into animal-feed ingredients via traceable circular platform.,https://wastelink.co,India,https://www.linkedin.com/showcase/wastelink-/about/,2018,2.3,Seed,Food & land use,Food waste,Pilot,"Indigram Labs Foundation, Rainmatter Capital",Saket Dave,https://www.linkedin.com/in/saketdave/,Founder & CEO,Krishnan Kasturirangan,https://www.linkedin.com/in/krishnan-kasturirangan/,Co-Founder and Managing Director,,,,,,,,,,,,
GreenGrahi,Upcycles food waste into insect-based animal feed and organic fertiliser.,https://www.greengrahi.com,India,https://www.linkedin.com/company/greengrahi/about/,2021,4.46,Seed,Food & land use,"Alternative foods, Food waste",Pilot,"Blume Ventures, Avaana Capital, Huddle Ventures",Shivali Sugand,https://www.linkedin.com/in/shivali-s-2b070625/,Co-founder,Siddharth Sharma,https://www.linkedin.com/in/siddharth-sharma20/,Co-founder & CEO,,,,,,,,,,,,
Metafin,"Finances off-grid solar for rural Indian MSMEs, replacing diesel and cutting operating expenses.",https://www.metafin.in,India,https://www.linkedin.com/company/metafin-cleantech/about/,2019,15.9,Series A,Energy,"Solar, Renewables financing / procurement",Launch,"Alteria Capital, Venture Catalysts, Prime Venture Partners, Vertex Ventures Southeast Asia & India",Sandeep Chopra,https://www.linkedin.com/in/sandeep-chopra-307bb6/,Founder & CEO,,,,,,,,,,,,,,,
CarbonMinus,Energy-management platform guiding companies to net-zero while cutting energy costs and ensuring compliance.,https://carbonminus.com,India,https://www.linkedin.com/company/thecarbonminus/about/,2019,0.124,Seed,Climate management,"Emissions reporting, Energy efficiency",Pilot,"Accenture Sustainability Value Accelerator, Panasonic Ignition",Ashok Ranadive,https://www.linkedin.com/in/ashoksranadive/,CEO & Co-Founder,,,,,,,,,,,,,,,
CoolAnt,Terracotta-based passive-cooling facades and art installations that lower indoor temperatures naturally,https://www.coolant.co,India,https://www.linkedin.com/company/coolant-co/about/,2017,,Seed,Built environment,Heating & cooling,Pilot,,Monish Siripurapu,https://www.linkedin.com/in/monish-kumar-80072740/,Founder,,,,,,,,,,,,,,,
ReMaterials,"Interlocking modular roofing panels: lightweight, waterproof and fast to install for low-income homes",https://www.modroof.in,India,https://www.linkedin.com/company/rematerials/about/,2012,,Seed,Built environment,Construction,Pilot,,Hasit Ganatra,https://www.linkedin.com/in/hasit-ganatra-5871942/,Founder,,,,,,,,,,,,,,,
ReNew,"Develops and operates utility-scale wind and solar projects, delivering gigawatt-scale clean power for India.",https://www.renew.com,India,https://www.linkedin.com/company/renew/about/,2011,2040,Series C and Beyond,Energy,"Renewables development, Solar",Scale-up,British International Investment,Sumant Sinha,https://www.linkedin.com/in/sumant-sinha/,"Founder, Chairman and CEO",,,,,,,,,,,,,,,
High Time Foods,Makes shelf-stable plant-based mince that cooks like chicken and needs no refrigeration.,https://www.hightimefoods.com,India,https://www.linkedin.com/company/high-time-foods/,2022,1.22,Seed,Food & land use,Alternative foods,Pilot,"Sustainable Food Ventures (SFV), Avaana Capital, Techstars",Damian Felchlin,https://www.linkedin.com/in/damianfelchlin/,Co-founder & COO,Aakash Shah,https://www.linkedin.com/in/ashah92/,Co-founder & CEO,,,,,,,,,,,,
Minus Degre,Upcycles discarded plastic into 100% recycled decorative panels and sustainable consumer products.,https://www.minusdegre.com,India,https://www.linkedin.com/company/minus-degre/about/,2021,,Pre-Seed,Industry,"Waste & recycling, Consumer products",Pilot,,Vikash Kumar,https://www.linkedin.com/in/vikash96/,Co-founder,Rahul Vashukhi,https://www.linkedin.com/in/rahul-vashukhi-186208186/,Co-founder,,,,,,,,,,,,
EKA,"Manufactures electric buses, trucks and light commercial vehicles with in-house battery and drivetrain tech.",https://ekamobility.com,India,https://www.linkedin.com/company/eka-mobility/,2019,148,Seed,Transportation,Autos,Scale-up,"Mitsui & Co., Pinnacle Industries",Sudhir Mehta,https://www.linkedin.com/in/dr-sudhir-mehta-79a2839/,Founder & Chairman,,,,,,,,,,,,,,,
SatLeo Labs,AI-enabled thermal-imaging microsatellites deliver real-time climate and disaster intelligence.,https://www.satleolabs.com,India,https://www.linkedin.com/company/satleo-labs/,2023,6.6,Seed,Climate management,"Earth observation, Climate risk",Pilot,"IIMA Ventures, Huddle Ventures",Shravan Bhati,https://www.linkedin.com/in/shravan-bhati-89155720/,Founder & CEO,Ranendu Ghosh,https://www.linkedin.com/in/ranendu-ghosh-5711816a/,Founder & CTO,,,,,,,,,,,,
BrightBlu,"Intelligent AC chargers and software for homes, fleets, and enterprises",https://www.brightblu.com,India,https://www.linkedin.com/company/bright-blu/about/,2019,1.18,Seed,Transportation,EV charging / fleet management,Pilot,Koolen Industries,Wybren van der Vaart,https://www.linkedin.com/in/wybrenvandervaart/,Co-Founder & CEO,Saket Anandkrishnan,https://www.linkedin.com/in/saketkrishnan/,Co-founder,Santosh Ram Somasundaram,https://www.linkedin.com/in/santosh-ram-somasundaram-386801a8/,Co-founder,Yash Chitalia,https://www.linkedin.com/in/yash-chitalia-908a8742/,Co-founder,,,,,,
Kawa Space,Satellite RF and multispectral analytics for real-time maritime and land monitoring,https://www.kawa.space,India,https://www.linkedin.com/company/kawaspace/,2019,8.71,Seed,Climate management,Earth observation,Launch,"Astir Ventures, LetsVenture",Kris Nair,https://www.linkedin.com/in/krisnair/,CEO,,,,,,,,,,,,,,,
Stride Green,Finances and manages electric-vehicle assets through an integrated leasing and analytics platform.,https://stridegreen.in,India,https://www.linkedin.com/company/stridegreen/,2024,3.5,Seed,Climate management,Sustainable finance,Pilot,"Micelio Fund, Incubate Fund Asia",Ishpreet Singh Gandhi,https://www.linkedin.com/in/ishpreet-singh-gandhi-539893b/,Founder,Vivek Jain,https://www.linkedin.com/in/vivek-jain-3929648/,Co-founder & CEO,,,,,,,,,,,,
Vimano,"PFAS-free polymer membranes for fuel-cells, electrolyzers and flow-battery storage.",https://www.vimano.biz,India,https://www.linkedin.com/company/vimano/,2018,2.9,Seed,Energy,"Hydrogen, Energy storage",Launch,"IIMA Ventures, Ankur Capital, Startup Karnataka",Murari Ramkumar,https://www.linkedin.com/in/murari-ramkumar-b34a1592/,Founder & CEO,,,,,,,,,,,,,,,
Pehle Jaisa,Converts animal waste into cost-effective organic fertilisers for Indian farmers.,https://www.pehlejaisa.com,India,https://www.linkedin.com/company/pehle-jaisa/,2022,0.3,Pre-Series A,Food & land use,"Fertilizer / pesticides, Food waste",Pilot,"Climate Angels, Pantnagar Capital",Pankaj Pandey,https://www.linkedin.com/in/08pankaj/,Founder,Ehtesham Farooqui,https://www.linkedin.com/in/ehteshamfarooqui/,Founder,,,,,,,,,,,,
Sthyr Energy,"Zinc-air batteries enabling long-duration, grid-scale renewable-energy storage.",https://www.sthyrenergy.com,India,https://www.linkedin.com/company/sthyr-energy-private-limited/,2024,1,Seed,Energy,Batteries,Launch,"Speciale Invest, Antares Ventures",Gunjan Kapadia,https://www.linkedin.com/in/gunjankapadia9/,Co-founder and CEO,Muhammed Hamdan,https://www.linkedin.com/in/muhammed-hamdan-9182a096/,Co-Founder & COO,Akhil Kongara,https://www.linkedin.com/in/akhil-kongara-aa824210a/,Co-founder and CTO,,,,,,,,,
